Financial Year,URN,Identifier,Recipient Org:Name,Title,Amount Awarded,Award Date,Currency,Grant Programme:Title,Main_Sport,Region,Local_Authority,Parliamentary_Constituency,Organisation Type,Funding Org:Identifier,Funding Org:Name,Data source,Last modified
2010/2011,20088024,360G-ACW-20088024,Royal Yachting Association,NGB Funding 2009-13,453015,2010-04-09,GBP,Whole Sport Plan,Sailing & Yachting,South East,Eastleigh,Eastleigh,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088024,360G-ACW-20088024,Royal Yachting Association,NGB Funding 2009-13,50000,2011-01-10,GBP,Whole Sport Plan,Sailing & Yachting,South East,Eastleigh,Eastleigh,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088027,360G-ACW-20088027,Great Britain Target Shooting Federation,NGB Funding 2009-13,11752,2010-04-09,GBP,Whole Sport Plan,Shooting,South East,Guildford,Woking,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088031,360G-ACW-20088031,Snowsport England,NGB Funding 2009-13,40832,2010-04-09,GBP,Whole Sport Plan,Snowboarding,West Midlands,Dudley,Halesowen and Rowley Regis,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088032,360G-ACW-20088032,England Squash,NGB Funding 2009-13,1007669,2010-04-09,GBP,Whole Sport Plan,Squash,North West,Manchester,Manchester Central,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088040,360G-ACW-20088040,Amateur Swimming Association,NGB Funding 2009-13,1568873,2010-04-09,GBP,Whole Sport Plan,Swimming & Diving,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088041,360G-ACW-20088041,English Table Tennis Association,NGB Funding 2009-13,572354,2010-04-09,GBP,Whole Sport Plan,Table Tennis,South East,Hastings,Hastings and Rye,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088045,360G-ACW-20088045,Sport Taekwondo UK,NGB Funding 2009-13,113544,2011-01-06,GBP,Whole Sport Plan,Taekwondo,North West,Manchester,Manchester Central,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088047,360G-ACW-20088047,Lawn Tennis Association,NGB Funding 2009-13,6294786,2010-04-09,GBP,Whole Sport Plan,Lawn Tennis,London,Wandsworth,Putney,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088047,360G-ACW-20088047,Lawn Tennis Association,NGB Funding 2009-13,978750,2011-01-10,GBP,Whole Sport Plan,Lawn Tennis,London,Wandsworth,Putney,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088050,360G-ACW-20088050,British Triathlon Federation,NGB Funding 2009-13,190844,2010-04-09,GBP,Whole Sport Plan,Triathlon,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088052,360G-ACW-20088052,Volleyball England,NGB Funding 2009-13,551251,2010-04-09,GBP,Whole Sport Plan,Volleyball,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088056,360G-ACW-20088056,British Water Ski,NGB Funding 2009-13,53568,2010-04-09,GBP,Whole Sport Plan,Water Skiing,South East,Runnymede,Runnymede and Weybridge,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088056,360G-ACW-20088056,British Water Ski,NGB Funding 2009-13,17750,2011-01-10,GBP,Whole Sport Plan,Water Skiing,South East,Runnymede,Runnymede and Weybridge,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088070,360G-ACW-20088070,British Weight Lifters' Association,NGB Funding 2009-13,12605,2010-04-22,GBP,Whole Sport Plan,Weightlifting,West Midlands,Shropshire,The Wrekin,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088071,360G-ACW-20088071,Great Britain Wheelchair Basketball Association,NGB Funding 2009-13,155280,2010-04-09,GBP,Whole Sport Plan,Basketball,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088075,360G-ACW-20088075,British Wrestling Association,NGB Funding 2009-13,5443,2010-04-09,GBP,Whole Sport Plan,Wrestling,East Midlands,Chesterfield,Chesterfield,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20090502,360G-ACW-20090502,Museums Libraries and Archives Council,Living Places Partnership 2008-11,8922,2011-01-05,GBP,National Programme,Sport Participation and Capacity Building,London,Kensington and Chelsea,Kensington,Other public sector statutory body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20090503,360G-ACW-20090503,Brunel University (Pro-Active West),Recruit into Coaching,1212,2010-04-21,GBP,Recruit into Coaching,Sports Development,London,Hillingdon,Uxbridge and South Ruislip,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20090519,360G-ACW-20090519,Middlesex University,Recruit into Coaching,800,2010-04-21,GBP,Recruit into Coaching,Sports Development,London,Barnet,Hendon,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20090522,360G-ACW-20090522,Durham County Council,Recruit into Coaching,2253,2010-04-21,GBP,Recruit into Coaching,Sports Development,North East,County Durham,City of Durham,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20090526,360G-ACW-20090526,Black Country Consortium Ltd,Recruit into Coaching,7130,2010-04-21,GBP,Recruit into Coaching,Sports Development,West Midlands,Dudley,Dudley South,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20090539,360G-ACW-20090539,Nottingham Trent University,Recruit into Coaching,3998,2010-04-21,GBP,Recruit into Coaching,Sports Development,East Midlands,Nottingham,Nottingham South,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20090541,360G-ACW-20090541,Lancashire Sport Partnership Limited,Recruit into Coaching,15233,2010-04-21,GBP,Recruit into Coaching,Sports Development,North West,Blackburn with Darwen,Blackburn,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20090542,360G-ACW-20090542,Liverpool City Council ,Recruit into Coaching,4203,2010-04-21,GBP,Recruit into Coaching,Sports Development,North West,Liverpool,"Liverpool, Riverside",County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20090543,360G-ACW-20090543,Cornwall County Council,Recruit into Coaching,4480,2010-04-21,GBP,Recruit into Coaching,Sports Development,South West,Cornwall,Truro and Falmouth,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20090554,360G-ACW-20090554,Sports Aid Trust,Revenue Funding 2009-11,288000,2010-05-13,GBP,Funded Partners,Sport Participation and Capacity Building,London,Camden,Holborn and St Pancras,Charity,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20090556,360G-ACW-20090556,Skills Active UK,Revenue Funding 2009-11,648882,2010-06-17,GBP,Funded Partners,Sport Participation and Capacity Building,London,Camden,Holborn and St Pancras,Other public sector statutory body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20090557,360G-ACW-20090557,Volunteering England,Revenue Funding 2009-11,93898,2010-05-13,GBP,Funded Partners,Sport Participation and Capacity Building,London,Islington,Islington South and Finsbury,Charity,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20090558,360G-ACW-20090558,English Federation of Disability Sport,Revenue Funding 2009-11,1147970,2010-05-13,GBP,Equity,Disability Sports,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20090558,360G-ACW-20090558,English Federation of Disability Sport,Revenue Funding 2009-11,18206,2010-07-05,GBP,Equity,Disability Sports,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20090558,360G-ACW-20090558,English Federation of Disability Sport,Revenue Funding 2009-11,282915,2011-02-11,GBP,Equity,Disability Sports,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20090559,360G-ACW-20090559,Sporting Equals,Revenue Funding 2009-11,470000,2010-05-13,GBP,Equity,Disability Sports,West Midlands,Birmingham,"Birmingham, Hall Green",Charity,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20090561,360G-ACW-20090561,Women's Sport and Fitness Foundation,Revenue Funding 2009-11,705000,2010-05-13,GBP,Equity,Sport Participation and Capacity Building,London,Camden,Holborn and St Pancras,Charity,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20090696,360G-ACW-20090696,sports coach UK,Revenue Funding 2009-11,4128720,2010-05-13,GBP,Sports Coach UK,Multi Sports,Yorkshire and The Humber,Leeds,Leeds North West,Charity,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,2009100013,360G-ACW-2009100013,Lake District Calvert Trust,Extending Equal Chance Outreach Programme,32000,2010-04-13,GBP,Sportsmatch,Sailing & Yachting,North West,Allerdale,Workington,Charity,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,2009100037,360G-ACW-2009100037,"Energize Shropshire, Telford & Wrekin","Shropshire, Leadership and Volunteering (SIS)",22000,2010-04-22,GBP,Leadership & Volunteering,Sport Participation and Capacity Building,West Midlands,Shropshire,Shrewsbury and Atcham,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,2009100157,360G-ACW-2009100157,Duffield Cricket Club,Equipment for second ground for junior cricket,10000,2010-07-15,GBP,Sportsmatch,Cricket,East Midlands,Amber Valley,Mid Derbyshire,"Formally constituted club, association or trust",GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,2009100591,360G-ACW-2009100591,Tyne and Wear Sport,Leadership and Volunteering (SIS),22000,2010-04-22,GBP,Leadership & Volunteering,Sport Participation and Capacity Building,North East,Sunderland,Washington and Sunderland West,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,2009100599,360G-ACW-2009100599,Devon County Council,Active Devon - Leadership and Volunteering (SIS),22000,2010-04-22,GBP,Leadership & Volunteering,Sport Participation and Capacity Building,South West,Exeter,Exeter,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,2009100602,360G-ACW-2009100602,Active Dorset Community Interest Company,Active Dorset Leadership & Volunteering (SIS) - Delivery Fun,22000,2010-04-22,GBP,Leadership & Volunteering,Sport Participation and Capacity Building,South West,Poole,Bournemouth West,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,2009100603,360G-ACW-2009100603,University of Gloucestershire,Active Gloucestershire Leadership and Volunteering (SIS) ,22000,2010-04-22,GBP,Leadership & Volunteering,Sport Participation and Capacity Building,South West,Gloucester,Tewkesbury,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,2009100608,360G-ACW-2009100608,Cornwall County Council,Cornwall Leadership and Volunteering (SiS) – Delivery Fund,22000,2010-04-22,GBP,Leadership & Volunteering,Sport Participation and Capacity Building,South West,Cornwall,Truro and Falmouth,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,2009100610,360G-ACW-2009100610,Somerset County Council,SASP Leadership and Volunteering (SIS),22000,2010-04-22,GBP,Leadership & Volunteering,Sport Participation and Capacity Building,South West,Taunton Deane,Taunton Deane,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,2009100616,360G-ACW-2009100616,University of West of England - Physical Recreation Building,Wesport Leadership and Volunteering (SIS) - Delivery Funding,22000,2010-04-22,GBP,Leadership & Volunteering,Sport Participation and Capacity Building,South West,South Gloucestershire,Filton and Bradley Stoke,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,2009100653,360G-ACW-2009100653,Wiltshire County Council: Chief Education Officer & Director of Education,Leadership and Volunteering (SIS),22000,2010-04-22,GBP,Leadership & Volunteering,Sport Participation and Capacity Building,South West,Wiltshire,Devizes,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,2009100666,360G-ACW-2009100666,Northumberland County Council, Northumberland Sport L&V (SIS) - Delivery Funding,22000,2010-04-22,GBP,Leadership & Volunteering,Sport Participation and Capacity Building,North East,Northumberland,Hexham,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
